"DATA","Livello idrometrico fiume (m)","Livello Idrometrico Canale (m)","Portata fiume (m³/s)","Portata canale (m³/s)","Portata naturale (m³/s)"
"2013-11-02","0.21","1.07","7.38","13.01","20.39"
"2013-11-03","0.00","0.95","4.22","11.07","15.29"
"2013-11-04","0.13","1.01","4.65","12.06","16.71"
"2013-11-05","0.12","0.99","4.29","11.69","15.98"
"2013-11-06","0.08","1.00","4.43","11.88","16.30"
"2013-11-07","0.16","1.07","4.99","13.05","18.03"
"2013-11-08","0.12","1.03","5.23","12.47","17.70"
"2013-11-09","0.12","1.04","4.63","12.50","17.13"
"2013-11-10","-0.08","0.70","4.40","7.41","11.81"
"2013-11-11","0.12","0.91","4.75","10.40","15.15"
"2013-11-12","-0.02","0.96","3.50","11.34","14.85"
"2013-11-13","0.09","1.01","4.31","12.06","16.37"
"2013-11-14","0.08","0.99","4.01","11.73","15.74"
"2013-11-15","0.11","1.00","4.68","11.92","16.60"
"2013-11-16","0.20","0.95","7.44","11.01","18.45"
"2013-11-17","0.08","0.78","5.68","8.20","13.88"
"2013-11-18","0.21","1.01","6.74","11.97","18.70"
"2013-11-19","0.38","0.97","24.69","11.38","36.06"
"2013-11-20","0.38","1.04","22.32","12.55","34.87"
"2013-11-21","0.38","1.08","21.91","13.25","35.15"
"2013-11-22","0.36","0.93","19.74","11.02","30.76"
"2013-11-23","0.28","1.09","11.47","13.41","24.88"
"2013-11-24","0.17","1.04","8.35","12.42","20.77"
"2013-11-25","0.22","1.03","8.32","12.31","20.64"
"2013-11-26","0.25","1.09","9.06","13.50","22.56"
"2013-11-27","0.26","1.10","9.24","13.52","22.75"
"2013-11-28","0.25","1.08","8.55","13.31","21.86"
"2013-11-29","0.25","1.11","7.73","13.76","21.49"
"2013-11-30","0.25","1.12","7.72","13.90","21.61"
"2013-12-01","-0.03","0.93","4.57","10.84","15.41"
"2013-12-02","0.18","1.03","6.75","12.29","19.04"
"2013-12-03","0.22","1.09","6.70","13.41","20.10"
"2013-12-04","0.22","1.08","6.44","13.27","19.71"
"2013-12-05","0.17","1.04","5.79","12.60","18.39"
"2013-12-06","0.05","0.98","3.84","11.44","15.27"
"2013-12-07","0.05","0.98","3.76","11.55","15.31"
"2013-12-08","0.03","0.99","3.48","11.61","15.09"
"2013-12-09","0.12","1.06","4.38","12.91","17.29"
"2013-12-10","-0.11","0.95","2.59","11.04","13.62"
"2013-12-11","-0.18","0.91","2.06","10.38","12.44"
"2013-12-12","-0.09","0.95","2.79","11.13","13.92"
"2013-12-13","-0.13","0.93","2.36","10.75","13.12"
"2013-12-14","-0.23","0.89","1.66","9.97","11.63"
"2013-12-15","-0.23","0.88","1.59","9.76","11.35"
"2013-12-16","-0.25","0.85","1.59","9.36","10.95"
"2013-12-17","-0.26","0.83","1.71","9.04","10.74"
"2013-12-18","-0.22","0.84","1.90","9.35","11.24"
"2013-12-19","-0.10","0.91","2.78","10.43","13.21"
"2013-12-20","-0.09","0.96","2.76","11.22","13.98"
"2013-12-21","-0.28","0.85","1.46","9.34","10.79"
"2013-12-22","-0.23","0.87","1.90","9.68","11.57"
"2013-12-23","-0.25","0.85","1.75","9.42","11.16"
"2013-12-24","-0.28","0.84","1.49","9.16","10.64"
"2013-12-25","-0.26","0.77","1.83","8.16","9.99"
"2013-12-26","-0.03","0.40","10.32","3.32","13.64"
"2013-12-27","0.19","0.94","6.11","11.01","17.12"
"2013-12-28","0.07","1.03","4.10","12.39","16.48"
"2013-12-29","-0.03","0.99","3.21","11.64","14.85"
"2013-12-30","-0.08","0.94","2.96","10.90","13.86"
"2013-12-31","0.02","1.00","3.52","11.95","15.47"
"2014-01-01","-0.48","0.56","1.07","5.17","6.24"
"2014-01-02","-0.62","0.43","0.59","3.32","3.91"
"2014-01-03","-0.62","0.43","0.58","3.41","3.99"
"2014-01-04","-0.57","0.50","0.62","4.22","4.84"
"2014-01-05","-0.61","0.45","0.60","3.63","4.23"
"2014-01-06","-0.64","0.41","0.57","3.12","3.69"
"2014-01-07","-0.66","0.39","0.56","2.90","3.46"
"2014-01-08","-0.64","0.39","0.57","2.87","3.44"
"2014-01-09","-0.65","0.36","0.57","2.65","3.21"
"2014-01-10","-0.64","0.36","0.57","2.64","3.21"
"2014-01-11","-0.65","0.36","0.57","2.63","3.20"
"2014-01-12","-0.65","0.36","0.58","2.63","3.21"
"2014-01-13","-0.62","0.38","0.58","2.83","3.41"
"2014-01-14","-0.51","0.50","0.80","4.33","5.14"
"2014-01-15","-0.58","0.42","0.66","3.37","4.03"
"2014-01-16","-0.56","0.44","0.67","3.57","4.25"
"2014-01-17","-0.57","0.42","0.62","3.29","3.91"
"2014-01-18","-0.61","0.42","0.59","3.36","3.95"
"2014-01-19","-0.02","0.70","6.72","7.41","14.12"
"2014-01-20","0.00","0.72","5.30","7.78","13.08"
"2014-01-21","-0.31","0.74","1.31","7.71","9.02"
"2014-01-22","-0.40","0.66","0.87","6.48","7.35"
"2014-01-23","-0.42","0.61","0.94","5.74","6.67"
"2014-01-24","-0.49","0.54","0.68","4.76","5.44"
"2014-01-25","-1.45","-0.11","2.98","1.07","7.63"
"2014-01-26","-1.74","-0.31","3.68","0.00","3.68"
"2014-01-27","-1.73","-0.32","4.00","0.00","4.00"
"2014-01-28","-1.74","-0.33","3.83","0.00","3.83"
"2014-01-29","-1.70","-0.32","4.47","0.00","4.47"
"2014-01-30","-1.68","-0.29","4.93","0.00","4.93"
"2014-01-31","-1.72","-0.29","4.14","0.00","4.14"
"2014-02-01","-1.72","-0.29","4.13","0.00","4.13"
"2014-02-02","-1.70","-0.29","4.48","0.00","4.48"
"2014-02-03","-1.59","-0.29","6.96","0.00","6.96"
"2014-02-04","-1.49","-0.28","9.01","0.00","9.01"
"2014-02-05","-1.54","-0.29","7.72","0.00","7.72"
"2014-02-06","-1.58","-0.30","6.84","0.00","6.84"
"2014-02-07","-1.58","-0.30","7.08","0.00","7.08"
"2014-02-08","-1.62","-0.29","6.11","0.00","6.11"
"2014-02-09","-1.69","-0.30","4.59","0.00","4.59"
"2014-02-10","-0.74","0.43","2.06","5.24","9.45"
"2014-02-11","-0.41","0.65","1.16","6.25","7.40"
"2014-02-12","-0.48","0.58","0.90","5.34","6.25"
"2014-02-13","-0.44","0.61","0.99","5.71","6.70"
"2014-02-14","-0.48","0.57","0.88","5.29","6.17"
"2014-02-15","-0.47","0.53","1.03","4.71","5.74"
"2014-02-16","-0.52","0.53","0.66","4.59","5.25"
"2014-02-17","-0.49","0.59","0.83","5.34","6.18"
"2014-02-18","-0.43","0.60","1.25","5.65","6.90"
"2014-02-19","-0.46","0.60","0.92","5.61","6.53"
"2014-02-20","-0.45","0.61","0.98","5.73","6.70"
"2014-02-21","-0.36","0.66","1.47","6.42","7.89"
"2014-02-22","-0.46","0.61","0.93","5.62","6.55"
"2014-02-23","-0.46","0.61","0.86","5.65","6.51"
"2014-02-24","-0.33","0.71","1.38","7.24","8.62"
"2014-02-25","-0.31","0.74","1.37","7.60","8.97"
"2014-02-26","-0.18","0.78","2.20","8.25","10.45"
"2014-02-27","-0.27","0.76","1.61","7.90","9.51"
"2014-02-28","-0.34","0.70","1.38","7.04","8.42"
"2014-03-01","0.23","0.73","6.85","7.58","14.43"
"2014-03-02","0.13","0.79","4.52","8.63","13.14"
"2014-03-03","0.14","0.91","4.90","10.33","15.23"
"2014-03-04","0.27","0.90","7.62","10.22","17.84"
"2014-03-05","0.22","0.90","5.60","10.23","15.83"
"2014-03-06","0.15","0.94","4.74","10.88","15.62"
"2014-03-07","0.14","0.96","4.53","11.29","15.82"
"2014-03-08","0.17","0.97","5.04","11.54","16.58"
"2014-03-09","0.20","1.00","5.58","11.91","17.49"
"2014-03-10","0.22","1.00","5.77","12.07","17.84"
"2014-03-11","0.23","0.99","6.18","11.86","18.04"
"2014-03-12","0.20","1.04","5.48","12.81","18.29"
"2014-03-13","0.21","1.07","5.77","13.27","19.04"
"2014-03-14","0.24","1.07","6.72","13.22","19.93"
"2014-03-15","0.27","1.06","6.79","13.08","19.87"
"2014-03-16","0.28","1.07","8.25","13.22","21.47"
"2014-03-17","0.35","1.07","16.19","13.32","29.52"
"2014-03-18","0.41","1.01","25.04","12.14","37.19"
"2014-03-19","0.40","1.07","23.49","13.33","36.81"
"2014-03-20","0.39","1.06","22.11","13.12","35.23"
"2014-03-21","0.39","1.04","21.31","12.80","34.11"
"2014-03-22","0.42","0.96","25.99","11.21","37.20"
"2014-03-23","0.39","1.04","21.07","12.74","33.81"
"2014-03-24","0.34","1.10","14.96","13.94","28.90"
"2014-03-25","0.32","1.10","12.18","13.93","26.11"
"2014-03-26","0.31","1.09","10.91","13.70","24.61"
"2014-03-27","0.28","1.09","8.85","13.60","22.45"
"2014-03-28","0.23","1.10","6.60","13.88","20.48"
"2014-03-29","0.19","1.09","5.16","13.66","18.82"
"2014-03-30","0.13","1.07","4.64","13.25","17.89"
"2014-03-31","0.17","1.07","5.46","13.39","18.85"
"2014-04-01","0.19","1.07","5.38","13.36","18.74"
"2014-04-02","0.22","1.07","5.63","13.32","18.94"
"2014-04-03","0.24","1.09","6.64","13.73","20.37"
"2014-04-04","0.23","1.09","6.38","13.67","20.05"
"2014-04-05","0.23","1.09","6.78","13.67","20.45"
"2014-04-06","0.30","1.10","9.00","13.76","22.76"
"2014-04-07","0.34","1.09","14.95","13.75","28.70"
"2014-04-08","0.37","1.10","19.13","13.86","32.99"
"2014-04-09","0.36","1.12","17.35","14.23","31.58"
"2014-04-10","0.36","1.14","17.14","14.54","31.68"
"2014-04-11","0.38","1.13","20.03","14.49","34.51"
"2014-04-12","0.43","1.09","27.94","13.60","41.54"
"2014-04-13","0.45","1.03","29.98","12.45","42.44"
"2014-04-14","0.48","1.02","35.09","12.31","47.39"
"2014-04-15","0.46","1.05","32.26","13.00","45.26"
"2014-04-16","0.40","1.04","23.43","12.77","36.19"
"2014-04-17","0.36","1.06","17.84","13.05","30.89"
"2014-04-18","0.36","1.11","18.17","13.95","32.12"
"2014-04-19","0.39","1.06","22.18","13.17","35.35"
"2014-04-20","0.36","1.11","18.00","13.97","31.97"
"2014-04-21","0.40","1.12","23.00","14.23","37.23"
"2014-04-22","0.40","1.13","22.73","14.39","37.13"
"2014-04-23","0.39","1.14","21.66","14.62","36.27"
"2014-04-24","0.42","1.14","25.14","14.63","39.76"
"2014-04-25","0.40","1.08","23.39","13.46","36.85"
"2014-04-26","0.40","1.03","23.30","12.58","35.89"
"2014-04-27","0.50","1.02","39.34","12.30","51.64"
"2014-04-28","0.43","1.00","27.89","11.95","39.84"
"2014-04-29","0.38","1.01","19.62","12.10","31.73"
"2014-04-30","0.42","1.03","25.87","12.46","38.33"
"2014-05-01","0.34","1.06","15.77","13.14","28.91"
"2014-05-02","0.38","1.06","20.87","13.07","33.94"
"2014-05-03","0.35","1.09","16.72","13.61","30.33"
"2014-05-04","0.32","1.08","12.53","13.51","26.03"
"2014-05-05","0.32","1.09","13.00","13.66","26.66"
"2014-05-06","0.33","1.09","13.97","13.64","27.62"
"2014-05-07","0.33","1.08","14.08","13.41","27.50"
"2014-05-08","0.34","1.09","14.74","13.75","28.49"
"2014-05-09","0.35","1.10","16.76","13.93","30.69"
"2014-05-10","0.41","1.11","23.75","14.01","37.76"
"2014-05-11","0.39","1.11","22.15","13.99","36.13"
"2014-05-12","0.35","1.08","16.17","13.48","29.64"
"2014-05-13","0.30","1.05","10.12","12.97","23.09"
"2014-05-14","0.25","1.06","6.56","13.19","19.75"
"2014-05-15","0.22","1.10","5.88","13.86","19.74"
"2014-05-16","0.22","1.10","6.11","13.80","19.91"
"2014-05-17","0.26","1.11","8.52","14.02","22.54"
"2014-05-18","0.24","1.09","7.88","13.62","21.50"
"2014-05-19","0.31","1.09","12.07","13.74","25.80"
"2014-05-20","0.28","1.08","9.50","13.46","22.96"
"2014-05-21","0.27","1.07","8.72","13.26","21.98"
"2014-05-22","0.41","1.01","32.73","12.25","44.98"
"2014-05-23","0.72","0.92","102.46","11.08","113.53"
"2014-05-24","0.47","1.13","34.47","14.34","48.82"
"2014-05-25","0.46","1.13","31.29","14.36","45.64"
"2014-05-26","0.44","1.11","29.61","13.97","43.58"
"2014-05-27","0.53","1.11","44.76","14.14","58.90"
"2014-05-28","0.53","1.06","44.62","13.02","57.63"
"2014-05-29","0.48","1.11","35.12","13.97","49.09"
"2014-05-30","0.42","1.12","25.40","14.23","39.63"
"2014-05-31","0.44","1.10","29.68","13.83","43.50"
"2014-06-01","0.38","1.12","20.71","14.23","34.94"
"2014-06-02","0.39","1.11","20.83","14.14","34.97"
"2014-06-03","0.37","1.11","18.44","14.13","32.57"
"2014-06-04","0.38","1.09","19.88","13.74","33.62"
"2014-06-05","0.37","1.12","18.38","14.22","32.60"
"2014-06-06","0.36","1.12","17.19","14.15","31.34"
"2014-06-07","0.37","1.10","19.43","13.82","33.26"
"2014-06-08","0.43","1.13","27.69","14.34","42.03"
"2014-06-09","0.48","1.14","35.49","14.55","50.04"
"2014-06-10","0.49","1.12","37.86","14.26","52.12"
"2014-06-11","0.48","1.10","36.27","13.86","50.13"
"2014-06-12","0.45","1.14","30.88","14.69","45.57"
"2014-06-13","0.54","1.13","45.74","14.36","60.09"
"2014-06-14","0.46","1.09","32.87","13.72","46.59"
"2014-06-15","0.49","1.11","36.68","14.14","50.82"
"2014-06-16","0.38","1.14","20.43","14.70","35.13"
"2014-06-17","0.37","1.13","18.73","14.44","33.17"
"2014-06-18","0.35","1.13","16.56","14.52","31.09"
"2014-06-19","0.31","1.16","11.72","14.95","26.66"
"2014-06-20","0.29","1.16","9.52","15.11","24.63"
"2014-06-21","0.31","1.16","11.49","14.98","26.47"
"2014-06-22","0.32","1.16","11.64","15.08","26.72"
"2014-06-23","0.40","1.11","24.51","14.16","38.67"
"2014-06-24","0.40","1.15","24.03","14.84","38.87"
"2014-06-25","0.41","1.16","24.18","15.02","39.20"
"2014-06-26","0.38","1.16","19.50","15.10","34.60"
"2014-06-27","0.33","1.15","13.44","14.78","28.21"
"2014-06-28","0.33","1.12","14.20","14.24","28.45"
"2014-06-29","0.34","1.11","15.61","14.09","29.69"
"2014-06-30","0.31","1.15","11.53","14.77","26.30"
"2014-07-01","0.27","1.12","8.25","14.27","22.51"
"2014-07-02","0.34","1.13","14.40","14.42","28.82"
"2014-07-03","0.24","1.12","6.70","14.19","20.89"
"2014-07-04","0.33","1.11","14.14","14.10","28.24"
"2014-07-05","0.40","1.15","23.41","14.75","38.16"
"2014-07-06","0.34","1.13","14.77","14.52","29.29"
"2014-07-07","0.37","0.77","34.35","9.58","43.93"
"2014-07-08","0.55","0.62","78.01","6.27","84.28"
"2014-07-09","0.49","0.86","36.70","9.64","46.34"
"2014-07-10","0.41","0.95","23.80","11.14","34.94"
"2014-07-11","0.39","0.96","21.98","11.31","33.29"
"2014-07-12","0.46","0.89","32.22","10.02","42.24"
"2014-07-13","0.40","0.91","23.38","10.33","33.71"
"2014-07-14","0.42","0.91","25.10","10.42","35.52"
"2014-07-15","0.40","0.94","23.06","10.99","34.05"
"2014-07-16","0.37","1.03","18.90","12.49","31.39"
"2014-07-17","0.37","1.08","19.46","13.46","32.92"
"2014-07-18","0.36","1.08","17.17","13.57","30.73"
"2014-07-19","0.28","1.07","11.60","13.27","24.86"
"2014-07-20","0.41","1.05","31.63","12.95","44.58"
"2014-07-21","0.40","1.03","30.01","12.53","42.54"
"2014-07-22","0.36","1.05","19.19","13.00","32.19"
"2014-07-23","0.45","1.00","31.47","11.95","43.42"
"2014-07-24","0.50","1.01","38.33","12.15","50.47"
"2014-07-25","0.49","1.02","37.72","12.33","50.05"
"2014-07-26","0.48","1.01","35.88","12.11","47.99"
"2014-07-27","0.42","1.09","26.20","13.64","39.84"
"2014-07-28","0.42","0.94","32.50","11.49","43.99"
"2014-07-29","0.61","0.88","61.20","10.26","71.46"
"2014-07-30","0.49","1.03","36.85","12.55","49.40"
"2014-07-31","0.47","1.07","34.14","13.32","47.46"
"2014-08-01","0.57","0.99","55.34","11.88","67.22"
"2014-08-02","0.54","0.91","45.70","10.54","56.24"
"2014-08-03","0.36","0.52","75.15","4.65","79.80"
"2014-08-04","0.57","0.95","53.00","11.26","64.26"
"2014-08-05","0.49","1.00","37.48","11.96","49.44"
"2014-08-06","0.45","0.99","30.71","11.82","42.53"
"2014-08-07","0.42","1.00","26.25","12.06","38.31"
"2014-08-08","0.47","1.04","33.74","12.68","46.42"
"2014-08-09","0.46","1.09","32.90","13.74","46.65"
"2014-08-10","0.42","1.09","25.66","13.69","39.35"
"2014-08-11","0.40","1.10","22.77","13.88","36.65"
"2014-08-12","0.38","1.11","20.02","14.07","34.09"
"2014-08-13","0.46","1.04","32.20","12.81","45.01"
"2014-08-14","0.40","1.07","23.19","13.32","36.50"
"2014-08-15","0.40","1.06","22.54","13.13","35.67"
"2014-08-16","0.38","0.98","20.55","11.62","32.17"
"2014-08-17","0.37","1.00","19.12","11.92","31.04"
"2014-08-18","0.37","1.00","18.32","11.99","30.32"
"2014-08-19","0.38","0.99","19.70","11.77","31.46"
"2014-08-20","0.37","0.98","18.16","11.71","29.87"
"2014-08-21","0.35","1.00","15.69","11.96","27.65"
"2014-08-22","0.34","1.00","14.92","11.92","26.84"
"2014-08-23","0.34","0.98","14.78","11.55","26.33"
"2014-08-24","0.32","1.02","12.26","12.27","24.54"
"2014-08-25","0.32","1.01","12.95","12.18","25.13"
"2014-08-26","0.33","1.01","13.54","12.20","25.74"
"2014-08-27","0.29","1.05","9.37","12.98","22.35"
"2014-08-28","0.29","1.02","9.81","12.42","22.23"
"2014-08-29","0.30","1.03","10.44","12.63","23.07"
"2014-08-30","0.25","1.04","7.77","12.66","20.43"
"2014-08-31","0.26","1.03","7.35","12.52","19.87"
"2014-09-01","0.23","1.02","6.13","12.38","18.51"
"2014-09-02","0.24","1.02","6.91","12.28","19.20"
"2014-09-03","0.26","1.00","6.22","12.05","18.28"
"2014-09-04","0.20","0.98","5.36","11.56","16.91"
"2014-09-05","0.16","0.96","4.87","11.32","16.19"
"2014-09-06","0.17","0.98","4.94","11.71","16.65"
"2014-09-07","0.15","0.99","4.76","11.80","16.55"
"2014-09-08","0.18","1.00","5.18","12.00","17.17"
"2014-09-09","0.18","0.97","5.35","11.51","16.86"
"2014-09-10","0.13","0.96","4.64","11.26","15.90"
"2014-09-11","0.26","0.98","6.36","11.57","17.94"
"2014-09-12","0.18","0.98","5.08","11.63","16.71"
"2014-09-13","0.00","0.87","3.93","9.86","13.79"
"2014-09-14","-0.14","0.78","2.89","8.59","11.48"
"2014-09-15","0.09","0.92","5.20","10.63","15.83"
"2014-09-16","0.23","0.95","6.06","11.16","17.23"
"2014-09-17","0.23","1.00","9.37","11.97","21.34"
"2014-09-18","0.44","0.96","33.33","11.38","44.71"
"2014-09-19","0.40","0.94","24.30","10.90","35.20"
"2014-09-20","0.35","1.04","15.89","12.67","28.56"
"2014-09-21","0.30","1.02","10.18","12.44","22.61"
"2014-09-22","0.28","1.02","8.28","12.30","20.57"
"2014-09-23","0.28","1.01","8.94","12.08","21.02"
"2014-09-24","0.25","0.98","8.45","11.71","20.16"
"2014-09-25","0.23","1.01","6.28","12.18","18.46"
"2014-09-26","0.24","1.02","6.32","12.42","18.75"
"2014-09-27","0.09","0.96","4.99","11.42","16.41"
"2014-09-28","-0.01","0.91","3.97","10.49","14.45"
"2014-09-29","0.20","1.02","5.90","12.45","18.35"
"2014-09-30","0.22","1.01","6.85","12.10","18.94"
"2014-10-01","0.22","1.02","6.10","12.29","18.39"
"2014-10-02","0.20","0.99","6.28","11.92","18.20"
"2014-10-03","0.11","0.93","4.96","10.82","15.78"
"2014-10-04","-0.04","0.84","3.51","9.34","12.86"
"2014-10-05","-0.39","0.64","1.28","6.38","7.66"
"2014-10-06","0.22","0.96","10.24","11.32","21.56"
"2014-10-07","0.11","0.94","5.96","10.94","16.89"
"2014-10-08","0.13","0.94","8.00","11.04","19.04"
"2014-10-09","0.15","0.97","7.52","11.52","19.04"
"2014-10-10","0.14","0.95","7.51","11.17","18.68"
"2014-10-11","0.05","0.92","5.35","10.62","15.97"
"2014-10-12","-0.02","0.87","6.11","9.74","15.85"
"2014-10-13","0.50","0.98","38.81","11.64","50.45"
"2014-10-14","0.42","1.02","27.00","12.28","39.27"
"2014-10-15","0.36","1.04","17.50","12.81","30.31"
"2014-10-16","0.31","1.03","11.64","12.61","24.25"
"2014-10-17","0.26","1.06","8.38","13.05","21.43"
"2014-10-18","0.23","1.03","7.30","12.53","19.82"
"2014-10-19","0.14","1.02","5.60","12.37","17.97"
"2014-10-20","0.18","1.02","7.21","12.32","19.53"
"2014-10-21","0.12","0.95","6.35","11.09","17.44"
"2014-10-22","0.08","0.83","4.80","9.02","13.82"
"2014-10-23","0.11","0.82","4.94","9.14","14.09"
"2014-10-24","-0.08","0.82","3.31","9.04","12.35"
"2014-10-25","0.02","0.81","4.73","8.86","13.58"
"2014-10-26","-0.09","0.68","3.18","6.86","10.04"
"2014-10-27","0.06","0.79","3.88","8.62","12.50"
"2014-10-28","0.09","0.74","4.36","7.81","12.17"
"2014-10-29","-0.02","0.78","3.51","8.48","11.99"
"2014-10-30","-0.17","0.81","2.46","8.88","11.34"
"2014-10-31","-0.09","0.78","3.83","8.43","12.26"
"2014-11-01","-0.20","0.65","2.56","6.47","9.03"
"2014-11-02","-0.16","0.70","2.47","7.22","9.69"
"2014-11-03","-0.01","0.77","4.15","8.32","12.47"
"2014-11-04","0.17","0.72","8.79","7.78","16.57"
"2014-11-05","0.56","0.69","56.40","7.30","63.70"
"2014-11-06","0.44","0.95","30.09","11.07","41.16"
"2014-11-07","0.38","1.01","19.80","12.10","31.89"
"2014-11-08","0.33","0.98","13.53","11.63","25.16"
"2014-11-09","0.31","0.98","11.40","11.64","23.04"
"2014-11-10","0.41","0.92","24.14","10.49","34.63"
"2014-11-11","0.47","0.50","62.62","5.26","87.76"
"2014-11-12","0.69","0.25","97.00","2.26","197.82"
"2014-11-13","0.53","0.78","78.08","8.29","87.45"
"2014-11-14","0.56","0.89","50.28","10.07","60.35"
"2014-11-15","0.55","0.37","68.20","3.94","91.36"
"2014-11-16","0.55","0.57","73.35","6.42","84.35"
"2014-11-17","0.38","0.70","51.03","7.31","58.68"
"2014-11-18","0.31","0.67","53.16","6.97","60.30"
"2014-11-19","0.53","0.87","44.42","9.73","54.15"
"2014-11-20","0.48","0.85","36.07","9.35","45.42"
"2014-11-21","0.48","0.80","35.43","8.59","44.02"
"2014-11-22","0.42","0.86","25.36","9.49","34.85"
"2014-11-23","0.39","0.83","21.07","9.05","30.12"
"2014-11-24","0.42","0.85","26.35","9.34","35.70"
"2014-11-25","0.44","0.84","28.72","9.18","37.89"
"2014-11-26","0.42","0.82","26.00","8.84","34.84"
"2014-11-27","0.42","0.88","26.71","9.80","36.51"
"2014-11-28","0.31","0.76","33.11","8.23","41.47"
"2014-11-29","0.28","0.66","49.42","6.71","56.29"
"2014-11-30","0.56","0.81","50.05","8.72","58.78"
"2014-12-01","0.34","0.36","81.44","2.74","86.44"
"2014-12-02","0.45","0.71","70.46","7.23","78.04"
"2014-12-03","0.59","0.88","57.57","9.92","67.48"
"2014-12-04","0.53","0.88","45.42","9.90","37.68"
"2014-12-05","0.49","0.87","36.55","9.76","46.31"
"2014-12-06","0.47","0.86","33.45","9.45","42.90"
"2014-12-07","0.44","0.85","28.33","9.35","37.68"
"2014-12-08","0.40","0.87","22.78","9.78","32.55"
"2014-12-09","0.35","0.89","15.99","10.03","26.02"
"2014-12-10","0.32","0.89","11.97","10.04","22.01"
"2014-12-11","0.33","0.90","13.28","10.16","23.44"
"2014-12-12","0.35","0.89","15.80","10.00","25.80"
"2014-12-13","0.31","0.89","12.01","9.99","22.00"
"2014-12-14","0.30","0.88","9.62","9.86","19.47"
"2014-12-15","0.31","0.65","12.03","6.63","18.65"
